b,19,1.75,y,p,c,v,2.335,f,f,0,t,g,112,6,-
a,16.33,0.21,u,g,aa,v,0.125,f,f,0,f,g,200,1,-
a,18.58,10,u,g,d,v,0.415,f,f,0,f,g,80,42,-
b,16.25,0,y,p,aa,v,0.25,f,f,0,f,g,60,0,-
b,23,0.75,u,g,m,v,0.5,t,f,0,t,s,320,0,-
b,21.17,0.25,y,p,c,h,0.25,f,f,0,f,g,280,204,-
b,17.5,22,l,gg,ff,o,0,f,f,0,t,p,450,100000,+
b,19.17,0,y,p,m,bb,0,f,f,0,t,s,500,1,+
a,18.08,0.375,l,gg,cc,ff,10,f,f,0,t,s,300,0,+
b,33.67,1.25,u,g,w,v,1.165,f,f,0,f,g,120,0,-
a,29.5,1.085,y,p,x,v,1,f,f,0,f,g,280,13,-
b,30.17,1.085,y,p,c,v,0.04,f,f,0,f,g,170,179,-
b,40.83,3.5,u,g,i,bb,0.5,f,f,0,f,s,1160,0,-
b,34.83,2.5,y,p,w,v,3,f,f,0,f,s,200,0,-
b,22.67,4,y,p,i,v,0.085,f,f,0,t,g,411,0,-
b,20.42,0,u,g,c,v,0,f,f,0,f,p,0,0,-
a,33.25,2.5,y,p,c,v,2.5,f,f,0,t,g,0,2,-
b,34.08,2.5,u,g,c,v,1,f,f,0,f,g,460,16,-
a,25.25,12.5,u,g,d,v,1,f,f,0,t,g,180,1062,-
b,34.75,2.5,u,g,cc,bb,0.5,f,f,0,f,g,348,0,-
b,27.67,0.75,u,g,q,h,0.165,f,f,0,t,g,220,251,-
b,47.33,6.5,u,g,c,v,1,f,f,0,t,g,0,228,-
a,34.83,1.25,y,p,i,h,0.5,f,f,0,t,g,160,0,-
a,33.25,3,y,p,aa,v,2,f,f,0,f,g,180,0,-
b,28,3,u,g,w,v,0.75,f,f,0,t,g,300,67,-
a,39.08,4,u,g,c,v,3,f,f,0,f,g,480,0,-
b,42.75,4.085,u,g,aa,v,0.04,f,f,0,f,g,108,100,-
b,26.92,2.25,u,g,i,bb,0.5,f,f,0,t,g,640,4000,-
b,33.75,2.75,u,g,i,bb,0,f,f,0,f,g,180,0,-
b,38.92,1.75,u,g,k,v,0.5,f,f,0,t,g,300,2,-
b,62.75,7,u,g,e,z,0,f,f,0,f,g,0,12,-
b,32.25,1.5,u,g,c,v,0.25,f,f,0,t,g,372,122,-
b,26.75,4.5,y,p,c,bb,2.5,f,f,0,f,g,200,1210,-
b,63.33,0.54,u,g,c,v,0.585,t,t,3,t,g,180,0,-
b,27.83,1.5,u,g,w,v,2.25,f,t,1,t,g,100,3,-
a,26.17,2,u,g,j,j,0,f,f,0,t,g,276,1,-
b,22.17,0.585,y,p,ff,ff,0,f,f,0,f,g,100,0,-
b,22.5,11.5,y,p,m,v,1.5,f,f,0,t,g,0,4000,-
b,30.75,1.585,u,g,d,v,0.585,f,f,0,t,s,0,0,-
b,36.67,2,u,g,i,v,0.25,f,f,0,t,g,221,0,-
a,16,0.165,u,g,aa,v,1,f,t,2,t,g,320,1,-
b,41.17,1.335,u,g,d,v,0.165,f,f,0,f,g,168,0,-
a,19.5,0.165,u,g,q,v,0.04,f,f,0,t,g,380,0,-
b,32.42,3,u,g,d,v,0.165,f,f,0,t,g,120,0,-
a,36.75,4.71,u,g,ff,ff,0,f,f,0,f,g,160,0,-
a,30.25,5.5,u,g,k,v,5.5,f,f,0,t,s,100,0,-
b,23.08,2.5,u,g,ff,ff,0.085,f,f,0,t,g,100,4208,-
b,26.83,0.54,u,g,k,ff,0,f,f,0,f,g,100,0,-
b,16.92,0.335,y,p,k,v,0.29,f,f,0,f,s,200,0,-
b,24.42,2,u,g,e,dd,0.165,f,t,2,f,g,320,1300,-
b,42.83,1.25,u,g,m,v,13.875,f,t,1,t,g,352,112,-
a,22.75,6.165,u,g,aa,v,0.165,f,f,0,f,g,220,1000,-
b,39.42,1.71,y,p,m,v,0.165,f,f,0,f,s,400,0,-
a,23.58,11.5,y,p,k,h,3,f,f,0,t,g,20,16,-
b,21.42,0.75,y,p,r,n,0.75,f,f,0,t,g,132,2,-
b,33,2.5,y,p,w,v,7,f,f,0,t,g,280,0,-
b,26.33,13,u,g,e,dd,0,f,f,0,t,g,140,1110,-
a,45,4.585,u,g,k,h,1,f,f,0,t,s,240,0,-
b,26.25,1.54,u,g,w,v,0.125,f,f,0,f,g,100,0,-
b,28.17,0.585,u,g,aa,v,0.04,f,f,0,f,g,260,1004,-
a,20.83,0.5,y,p,e,dd,1,f,f,0,f,g,260,0,-
b,28.67,14.5,u,g,d,v,0.125,f,f,0,f,g,0,286,-
b,20.67,0.835,y,p,c,v,2,f,f,0,t,s,240,0,-
b,34.42,1.335,u,g,i,bb,0.125,f,f,0,t,g,440,4500,-
b,33.58,0.25,u,g,i,bb,4,f,f,0,t,s,420,0,-
b,43.17,5,u,g,i,bb,2.25,f,f,0,t,g,141,0,-
a,22.67,7,u,g,c,v,0.165,f,f,0,f,g,160,0,-
a,24.33,2.5,y,p,i,bb,4.5,f,f,0,f,g,200,456,-
a,56.83,4.25,y,p,ff,ff,5,f,f,0,t,g,0,4,-
b,22.08,11.46,u,g,k,v,1.585,f,f,0,t,g,100,1212,-
b,34,5.5,y,p,c,v,1.5,f,f,0,t,g,60,0,-
b,22.58,1.5,y,p,aa,v,0.54,f,f,0,t,g,120,67,-
b,21.17,0,u,g,c,v,0.5,f,f,0,t,s,0,0,-
b,26.67,14.585,u,g,i,bb,0,f,f,0,t,g,178,0,-
b,22.92,0.17,u,g,m,v,0.085,f,f,0,f,s,0,0,-
b,15.17,7,u,g,e,v,1,f,f,0,f,g,600,0,-
b,39.92,5,u,g,i,bb,0.21,f,f,0,f,g,550,0,-
b,27.42,12.5,u,g,aa,bb,0.25,f,f,0,t,g,720,0,-
b,24.75,0.54,u,g,m,v,1,f,f,0,t,g,120,1,-
b,41.17,1.25,y,p,w,v,0.25,f,f,0,f,g,0,195,-
a,33.08,1.625,u,g,d,v,0.54,f,f,0,t,g,0,0,-
b,29.83,2.04,y,p,x,h,0.04,f,f,0,f,g,128,1,-
a,23.58,0.585,y,p,ff,ff,0.125,f,f,0,f,g,120,87,-
b,26.17,12.5,y,p,k,h,1.25,f,f,0,t,g,0,17,-
b,31,2.085,u,g,c,v,0.085,f,f,0,f,g,300,0,-
b,20.75,5.085,y,p,j,v,0.29,f,f,0,f,g,140,184,-
b,28.92,0.375,u,g,c,v,0.29,f,f,0,f,g,220,140,-
a,51.92,6.5,u,g,i,bb,3.085,f,f,0,t,g,73,0,-
a,22.67,0.335,u,g,q,v,0.75,f,f,0,f,s,160,0,-
b,34,5.085,y,p,i,bb,1.085,f,f,0,t,g,480,0,-
a,69.5,6,u,g,ff,ff,0,f,f,0,f,s,0,0,-
a,40.33,8.125,y,p,k,v,0.165,f,t,2,f,g,0,18,-
a,19.58,0.665,y,p,c,v,1,f,t,1,f,g,2000,2,-
b,16,3.125,u,g,w,v,0.085,f,t,1,f,g,0,6,-
b,17.08,0.25,u,g,q,v,0.335,f,t,4,f,g,160,8,-
b,31.25,2.835,u,g,ff,ff,0,f,t,5,f,g,176,146,-
b,25.17,3,u,g,c,v,1.25,f,t,1,f,g,0,22,-
a,22.67,0.79,u,g,i,v,0.085,f,f,0,f,g,144,0,-
b,40.58,1.5,u,g,i,bb,0,f,f,0,f,s,300,0,-
b,22.25,0.46,u,g,k,v,0.125,f,f,0,t,g,280,55,-
a,22.25,1.25,y,p,ff,ff,3.25,f,f,0,f,g,280,0,-
b,22.5,0.125,y,p,k,v,0.125,f,f,0,f,g,200,70,-
b,23.58,1.79,u,g,c,v,0.54,f,f,0,t,g,136,1,-
b,38.42,0.705,u,g,c,v,0.375,f,t,2,f,g,225,500,-
a,26.58,2.54,y,p,ff,ff,0,f,f,0,t,g,180,60,-
b,35,2.5,u,g,i,v,1,f,f,0,t,g,210,0,-
b,20.42,1.085,u,g,q,v,1.5,f,f,0,f,g,108,7,-
b,29.42,1.25,u,g,w,v,1.75,f,f,0,f,g,200,0,-
b,26.17,0.835,u,g,cc,v,1.165,f,f,0,f,g,100,0,-
b,33.67,2.165,u,g,c,v,1.5,f,f,0,f,p,120,0,-
b,24.58,1.25,u,g,c,v,0.25,f,f,0,f,g,110,0,-
a,27.67,2.04,u,g,w,v,0.25,f,f,0,t,g,180,50,-
b,37.5,0.835,u,g,e,v,0.04,f,f,0,f,g,120,5,-
b,49.17,2.29,u,g,ff,ff,0.29,f,f,0,f,g,200,3,-
b,33.58,0.335,y,p,cc,v,0.085,f,f,0,f,g,180,0,-
b,51.83,3,y,p,ff,ff,1.5,f,f,0,f,g,180,4,-
b,22.92,3.165,y,p,c,v,0.165,f,f,0,f,g,160,1058,-
b,21.83,1.54,u,g,k,v,0.085,f,f,0,t,g,356,0,-
b,25.25,1,u,g,aa,v,0.5,f,f,0,f,g,200,0,-
b,58.58,2.71,u,g,c,v,2.415,f,f,0,t,g,320,0,-
b,19,0,y,p,ff,ff,0,f,t,4,f,g,45,1,-
b,19.58,0.585,u,g,ff,ff,0,f,t,3,f,g,350,769,-
a,53.33,0.165,u,g,ff,ff,0,f,f,0,t,s,62,27,-
a,27.17,1.25,u,g,ff,ff,0,f,t,1,f,g,92,300,-
b,25.92,0.875,u,g,k,v,0.375,f,t,2,t,g,174,3,-
b,23.08,0,u,g,k,v,1,f,t,11,f,s,0,0,-
b,39.58,5,u,g,ff,ff,0,f,t,2,f,g,17,1,-
b,30.58,2.71,y,p,m,v,0.125,f,f,0,t,s,80,0,-
b,17.25,3,u,g,k,v,0.04,f,f,0,t,g,160,40,-
a,17.67,0,y,p,j,ff,0,f,f,0,f,g,86,0,-
a,22.67,11.25,u,g,ff,ff,0,f,f,0,f,g,0,5200,-
b,16.5,0.125,u,g,c,v,0.165,f,f,0,f,g,132,0,-
a,27.33,1.665,u,g,ff,ff,0,f,f,0,f,g,340,1,-
b,31.25,1.125,u,g,ff,ff,0,f,t,1,f,g,96,19,-
b,20,7,u,g,c,v,0.5,f,f,0,f,g,0,0,-
b,22.67,3,y,p,i,bb,7,f,f,0,f,g,0,1,-
b,39.5,1.625,u,g,c,v,1.5,f,f,0,f,g,0,316,-
b,36.5,4.25,u,g,q,v,3.5,f,f,0,f,g,454,50,-
b,29.75,0.665,u,g,w,v,0.25,f,f,0,t,g,300,0,-
b,52.42,1.5,u,g,d,v,3.75,f,f,0,t,g,0,350,-
b,36.17,18.125,u,g,w,v,0.085,f,f,0,f,g,320,3552,-
b,34.58,0,u,g,c,v,0,f,f,0,f,p,0,0,-
b,29.67,0.75,y,p,c,v,0.04,f,f,0,f,g,240,0,-
b,36.17,5.5,u,g,i,bb,5,f,f,0,f,g,210,687,-
b,25.67,0.29,y,p,c,v,1.5,f,f,0,t,g,160,0,-
a,24.5,2.415,y,p,c,v,0,f,f,0,f,g,120,0,-
b,24.08,0.875,u,g,m,v,0.085,f,t,4,f,g,254,1950,-
b,21.92,0.5,u,g,c,v,0.125,f,f,0,f,g,360,0,-
a,36.58,0.29,u,g,ff,ff,0,f,t,10,f,g,200,18,-
a,23,1.835,u,g,j,j,0,f,t,1,f,g,200,53,-
a,27.58,3,u,g,m,v,2.79,f,t,1,t,g,280,10,-
b,31.08,3.085,u,g,c,v,2.5,f,t,2,t,g,160,41,-
a,30.42,1.375,u,g,w,h,0.04,f,t,3,f,g,0,33,-
b,22.08,2.335,u,g,k,v,0.75,f,f,0,f,g,180,0,-
b,16.33,4.085,u,g,i,h,0.415,f,f,0,t,g,120,0,-
a,21.92,11.665,u,g,k,h,0.085,f,f,0,f,g,320,5,-
b,21.08,4.125,y,p,i,h,0.04,f,f,0,f,g,140,100,-
b,17.42,6.5,u,g,i,v,0.125,f,f,0,f,g,60,100,-
b,19.17,4,y,p,i,v,1,f,f,0,t,g,360,1000,-
b,20.67,0.415,u,g,c,v,0.125,f,f,0,f,g,0,44,-
b,26.75,2,u,g,d,v,0.75,f,f,0,t,g,80,0,-
b,23.58,0.835,u,g,i,h,0.085,f,f,0,t,g,220,5,-
b,39.17,2.5,y,p,i,h,10,f,f,0,t,s,200,0,-
b,22.75,11.5,u,g,i,v,0.415,f,f,0,f,g,0,0,-
b,26.5,2.71,y,p,c,v,0.085,f,f,0,f,s,80,0,-
a,16.92,0.5,u,g,i,v,0.165,f,t,6,t,g,240,35,-
b,23.5,3.165,y,p,k,v,0.415,f,t,1,t,g,280,80,-
a,17.33,9.5,u,g,aa,v,1.75,f,t,10,t,g,0,10,-
b,23.75,0.415,y,p,c,v,0.04,f,t,2,f,g,128,6,-
b,34.67,1.08,u,g,m,v,1.165,f,f,0,f,s,28,0,-
b,74.83,19,y,p,ff,ff,0.04,f,t,2,f,g,0,351,-
b,28.17,0.125,y,p,k,v,0.085,f,f,0,f,g,216,2100,-
b,24.5,13.335,y,p,aa,v,0.04,f,f,0,t,g,120,475,-
b,18.83,3.54,y,p,ff,ff,0,f,f,0,t,g,180,1,-
b,45.33,1,u,g,q,v,0.125,f,f,0,t,g,263,0,-
a,22.5,8.5,u,g,q,v,1.75,t,t,10,f,g,80,990,-
a,28.58,1.665,u,g,q,v,2.415,t,f,0,t,g,440,0,-
b,45.17,1.5,u,g,c,v,2.5,t,f,0,t,g,140,0,-
b,41.58,1.75,u,g,k,v,0.21,t,f,0,f,g,160,0,-
a,57.08,0.335,u,g,i,bb,1,t,f,0,t,g,252,2197,-
a,55.75,7.08,u,g,k,h,6.75,t,t,3,t,g,100,50,-
b,43.25,25.21,u,g,q,h,0.21,t,t,1,f,g,760,90,-
a,25.33,2.085,u,g,c,h,2.75,t,f,0,t,g,360,1,-
a,24.58,0.67,u,g,aa,h,1.75,t,f,0,f,g,400,0,-
b,43.17,2.25,u,g,i,bb,0.75,t,f,0,f,g,560,0,-
b,40.92,0.835,u,g,ff,ff,0,t,f,0,f,g,130,1,-
b,31.83,2.5,u,g,aa,v,7.5,t,f,0,t,g,523,0,-
a,33.92,1.585,y,p,ff,ff,0,t,f,0,f,g,320,0,-
a,24.92,1.25,u,g,ff,ff,0,t,f,0,f,g,80,0,-
b,35.25,3.165,u,g,x,h,3.75,t,f,0,t,g,680,0,-
b,34.25,1.75,u,g,w,bb,0.25,t,f,0,t,g,163,0,-
b,80.25,5.5,u,g,c,v,0.54,t,f,0,f,g,0,340,-
b,19.42,1.5,y,p,cc,v,2,t,f,0,t,g,100,20,-
b,42.75,3,u,g,i,bb,1,t,f,0,f,g,0,200,-
b,19.67,10,y,p,k,h,0.835,t,f,0,t,g,140,0,-
b,36.33,3.79,u,g,w,v,1.165,t,f,0,t,g,200,0,-
b,30.08,1.04,y,p,i,bb,0.5,t,t,10,t,g,132,28,-
b,44.25,11,y,p,d,v,1.5,t,f,0,f,s,0,0,-
b,23.58,0.46,y,p,w,v,2.625,t,t,6,t,g,208,347,-
b,48.33,12,u,g,m,v,16,t,f,0,f,s,110,0,+
b,76.75,22.29,u,g,e,z,12.75,t,t,1,t,g,0,109,+
b,34.75,15,u,g,r,n,5.375,t,t,9,t,g,0,134,+
a,65.17,14,u,g,ff,ff,0,t,t,11,t,g,0,1400,+
a,28.08,15,y,p,e,z,0,t,f,0,f,g,0,13212,+
b,73.42,17.75,u,g,ff,ff,0,t,f,0,t,g,0,0,+
b,64.08,20,u,g,x,h,17.5,t,t,9,t,g,0,1000,+
b,42.25,1.75,y,p,c,v,0,f,f,0,t,g,150,1,-
b,29.83,1.25,y,p,k,v,0.25,f,f,0,f,g,224,0,-
b,20.08,0.25,u,g,q,v,0.125,f,f,0,f,g,200,0,-
b,23.42,0.585,u,g,c,h,0.085,t,f,0,f,g,180,0,-
a,29.58,1.75,y,p,k,v,1.25,f,f,0,t,g,280,0,-
b,32.33,3.5,u,g,k,v,0.5,f,f,0,t,g,232,0,-
b,22.67,0.04,y,p,d,v,4.25,f,f,0,t,g,460,0,-
b,47.83,4.165,u,g,x,bb,0.085,f,f,0,t,g,520,0,-
b,20,1.25,y,p,k,v,0.125,f,f,0,f,g,140,4,-
b,27.58,3.25,y,p,q,h,5.085,f,t,2,t,g,369,1,-
b,22,0.79,u,g,w,v,0.29,f,t,1,f,g,420,283,-
b,19.33,10.915,u,g,c,bb,0.585,f,t,2,t,g,200,7,-
a,38.33,4.415,u,g,c,v,0.125,f,f,0,f,g,160,0,-
b,29.42,1.25,u,g,c,h,0.25,f,t,2,t,g,400,108,-
b,22.67,0.75,u,g,i,v,1.585,f,t,1,t,g,400,9,-
b,32.25,14,y,p,ff,ff,0,f,t,2,f,g,160,1,-
b,29.58,4.75,u,g,m,v,2,f,t,1,t,g,460,68,-
b,18.42,10.415,y,p,aa,v,0.125,t,f,0,f,g,120,375,-
b,22.17,2.25,u,g,i,v,0.125,f,f,0,f,g,160,10,-
b,18.83,0,u,g,q,v,0.665,f,f,0,f,g,160,1,-
b,21.58,0.79,y,p,cc,v,0.665,f,f,0,f,g,160,0,-
b,23.75,12,u,g,c,v,2.085,f,f,0,f,s,80,0,-
b,22,7.835,y,p,i,bb,0.165,f,f,0,t,g,0,0,-
b,36.08,2.54,u,g,ff,ff,0,f,f,0,f,g,0,1000,-
b,29.25,13,u,g,d,h,0.5,f,f,0,f,g,228,0,-
a,19.58,0.665,u,g,w,v,1.665,f,f,0,f,g,220,5,-
a,22.92,1.25,u,g,q,v,0.25,f,f,0,t,g,120,809,-
a,27.25,0.29,u,g,m,h,0.125,f,t,1,t,g,272,108,-
a,38.75,1.5,u,g,ff,ff,0,f,f,0,f,g,76,0,-
b,32.42,2.165,y,p,k,ff,0,f,f,0,f,g,120,0,-
a,23.75,0.71,u,g,w,v,0.25,f,t,1,t,g,240,4,-
b,18.17,2.46,u,g,c,n,0.96,f,t,2,t,g,160,587,-
b,40.92,0.5,y,p,m,v,0.5,f,f,0,t,g,130,0,-
b,19.5,9.585,u,g,aa,v,0.79,f,f,0,f,g,80,350,-
b,28.58,3.625,u,g,aa,v,0.25,f,f,0,t,g,100,0,-
